ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,RMMM8F101C,SCUOLA SECONDARIA I GRADO,2,72,58,14,5,9
202425,LITD00201X,SCUOLA SECONDARIA II GRADO,5,59,52,7,0,7
202425,ATEE81201X,SCUOLA PRIMARIA,2,6,6,0,0,0
202425,CTMM83801R,SCUOLA SECONDARIA I GRADO,3,129,127,2,0,2
202425,SSMM82005B,SCUOLA SECONDARIA I GRADO,3,6,6,0,0,0
202425,MTEE82702D,SCUOLA PRIMARIA,4,62,60,2,0,2
202425,SARH05702L,SCUOLA SECONDARIA II GRADO,1,55,45,10,2,8
202425,CBEE85001A,SCUOLA PRIMARIA,4,77,77,0,0,0
202425,BGEE85902B,SCUOLA PRIMARIA,3,78,34,44,1,43
202425,RCMM819031,SCUOLA SECONDARIA I GRADO,3,10,10,0,0,0
202425,TORI06601T,SCUOLA SECONDARIA II GRADO,3,23,21,2,1,1
202425,CHMM820023,SCUOLA SECONDARIA I GRADO,3,19,19,0,0,0
202425,MIEE30201R,SCUOLA PRIMARIA,2,50,49,1,0,1
202425,NAEE8GU01L,SCUOLA PRIMARIA,3,54,54,0,0,0
202425,CRRC00101N,SCUOLA SECONDARIA II GRADO,3,51,37,14,3,11
202425,ALEE809035,SCUOLA PRIMARIA,2,10,4,6,0,6
202425,MIPS039018,SCUOLA SECONDARIA II GRADO,2,154,137,17,1,16
202425,CLEE810022,SCUOLA PRIMARIA,5,18,18,0,0,0
202425,MCMM804028,SCUOLA SECONDARIA I GRADO,2,8,7,1,0,1
202425,FOEE01812V,SCUOLA PRIMARIA,5,32,25,7,2,5
202425,CZEE82302T,SCUOLA PRIMARIA,4,14,14,0,0,0
202425,PCEE81602Q,SCUOLA PRIMARIA,2,22,20,2,0,2
202425,LOMM81101E,SCUOLA SECONDARIA I GRADO,2,189,149,40,8,32
202425,SATD00101N,SCUOLA SECONDARIA II GRADO,4,22,21,1,1,0
202425,SAEE86401C,SCUOLA PRIMARIA,2,17,16,1,0,1
202425,KRMM820017,SCUOLA SECONDARIA I GRADO,2,20,20,0,0,0
202425,AGEE864022,SCUOLA PRIMARIA,3,24,24,0,0,0
202425,PAMM855013,SCUOLA SECONDARIA I GRADO,1,78,78,0,0,0
202425,MCEE806076,SCUOLA PRIMARIA,1,8,3,5,1,4
202425,GEEE86403R,SCUOLA PRIMARIA,1,49,45,4,0,4
202425,NAEE8AS01C,SCUOLA PRIMARIA,5,29,28,1,0,1
202425,LEEE88001D,SCUOLA PRIMARIA,5,41,33,8,0,8
202425,SSMM812018,SCUOLA SECONDARIA I GRADO,3,33,33,0,0,0
202425,TVMM825026,SCUOLA SECONDARIA I GRADO,3,36,33,3,0,3
202425,TPRC022019,SCUOLA SECONDARIA II GRADO,2,45,44,1,0,1
202425,GRMM815014,SCUOLA SECONDARIA I GRADO,3,68,58,10,0,10
202425,RMTD08401E,SCUOLA SECONDARIA II GRADO,2,87,69,18,2,16
202425,FGPC003013,SCUOLA SECONDARIA II GRADO,5,83,82,1,0,1
202425,VEMM868013,SCUOLA SECONDARIA I GRADO,1,148,103,45,10,35
202425,RGRH00801G,SCUOLA SECONDARIA II GRADO,3,38,35,3,0,3
202425,PZEE88303Q,SCUOLA PRIMARIA,2,96,94,2,0,2
202425,VREE89304G,SCUOLA PRIMARIA,1,15,14,1,0,1
202425,CLTF012017,SCUOLA SECONDARIA II GRADO,5,89,87,2,1,1
202425,BGEE81502N,SCUOLA PRIMARIA,3,33,25,8,3,5
202425,TOEE8CH032,SCUOLA PRIMARIA,1,15,15,0,0,0
202425,CEMM863017,SCUOLA SECONDARIA I GRADO,2,242,239,3,0,3
202425,FRRH029015,SCUOLA SECONDARIA II GRADO,5,29,29,0,0,0
202425,BLMM828018,SCUOLA SECONDARIA I GRADO,3,72,67,5,2,3
202425,LUEE81302D,SCUOLA PRIMARIA,3,16,6,10,3,7
202425,SAEE8CD05R,SCUOLA PRIMARIA,3,14,14,0,0,0
202425,FIRA00702R,SCUOLA SECONDARIA II GRADO,2,6,3,3,0,3
202425,MIEE8FV018,SCUOLA PRIMARIA,1,38,10,28,3,25
202425,RMTF123016,SCUOLA SECONDARIA II GRADO,2,161,131,30,6,24
202425,BSRC03401G,SCUOLA SECONDARIA II GRADO,3,142,99,43,3,40
202425,MIMM89301B,SCUOLA SECONDARIA I GRADO,1,95,38,57,5,52
202425,NAEE8HJ04V,SCUOLA PRIMARIA,3,29,29,0,0,0
202425,LEEE8AQ01T,SCUOLA PRIMARIA,3,50,49,1,0,1
202425,CAEE88707L,SCUOLA PRIMARIA,2,7,7,0,0,0
202425,FGPC052018,SCUOLA SECONDARIA II GRADO,2,30,29,1,1,0
202425,TRPC00201N,SCUOLA SECONDARIA II GRADO,5,61,60,1,0,1
202425,CHMM82201N,SCUOLA SECONDARIA I GRADO,1,14,14,0,0,0
202425,CHEE81609Q,SCUOLA PRIMARIA,2,12,9,3,0,3
202425,VAEE829035,SCUOLA PRIMARIA,1,34,23,11,0,11
202425,FGMM869017,SCUOLA SECONDARIA I GRADO,3,143,141,2,0,2
202425,APTD00203X,SCUOLA SECONDARIA II GRADO,4,16,14,2,0,2
202425,LERI01701Q,SCUOLA SECONDARIA II GRADO,3,41,37,4,1,3
202425,AVEE86307N,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,LCMM806019,SCUOLA SECONDARIA I GRADO,3,85,70,15,6,9
202425,ANMM836011,SCUOLA SECONDARIA I GRADO,3,83,76,7,1,6
202425,RAEE82001V,SCUOLA PRIMARIA,2,61,46,15,4,11
202425,CSTA01750X,SCUOLA SECONDARIA II GRADO,4,21,18,3,1,2
202425,VRRC009509,SCUOLA SECONDARIA II GRADO,5,30,23,7,0,7
202425,CEEE81502X,SCUOLA PRIMARIA,4,7,7,0,0,0
202425,VCEE809046,SCUOLA PRIMARIA,4,13,13,0,0,0
202425,TVEE83804B,SCUOLA PRIMARIA,2,31,26,5,1,4
202425,GEMM82701P,SCUOLA SECONDARIA I GRADO,1,123,103,20,4,16
202425,TOEE83401L,SCUOLA PRIMARIA,2,19,18,1,0,1
202425,MOTF002011,SCUOLA SECONDARIA II GRADO,3,119,98,21,3,18
202425,ATSD003014,SCUOLA SECONDARIA II GRADO,4,97,89,8,0,8
202425,COEE819082,SCUOLA PRIMARIA,5,19,18,1,0,1
202425,ANMM80502A,SCUOLA SECONDARIA I GRADO,3,45,45,0,0,0
202425,TVEE847035,SCUOLA PRIMARIA,2,12,10,2,0,2
202425,PZPS02701T,SCUOLA SECONDARIA II GRADO,2,100,99,1,1,0
202425,FIEE819032,SCUOLA PRIMARIA,3,47,38,9,1,8
202425,CREE80906C,SCUOLA PRIMARIA,2,23,19,4,1,3
202425,PVEE80302Q,SCUOLA PRIMARIA,3,20,16,4,0,4
202425,AVEE86901A,SCUOLA PRIMARIA,3,101,95,6,0,6
202425,BIEE80703C,SCUOLA PRIMARIA,2,26,23,3,1,2
202425,PGEE036073,SCUOLA PRIMARIA,5,13,13,0,0,0
202425,TVEE87802Q,SCUOLA PRIMARIA,3,13,9,4,0,4
202425,BGEE805034,SCUOLA PRIMARIA,4,30,29,1,0,1
202425,PCEE007033,SCUOLA PRIMARIA,2,19,14,5,0,5
202425,TREE816049,SCUOLA PRIMARIA,2,19,17,2,1,1
202425,CSEE89005X,SCUOLA PRIMARIA,3,17,17,0,0,0
202425,VREE836018,SCUOLA PRIMARIA,2,39,34,5,0,5
202425,SAPS03601R,SCUOLA SECONDARIA II GRADO,5,75,74,1,1,0
202425,AGEE85301E,SCUOLA PRIMARIA,2,53,46,7,6,1
202425,CARA00451D,SCUOLA SECONDARIA II GRADO,4,41,39,2,1,1
202425,TVMM854015,SCUOLA SECONDARIA I GRADO,1,162,138,24,2,22
202425,LUEE83301N,SCUOLA PRIMARIA,3,35,34,1,0,1
202425,BGEE892056,SCUOLA PRIMARIA,5,9,9,0,0,0
202425,MIEE8F1011,SCUOLA PRIMARIA,5,132,81,51,0,51
202425,MEMM82003C,SCUOLA SECONDARIA I GRADO,2,2,2,0,0,0
202425,NAEE8EN028,SCUOLA PRIMARIA,1,35,35,0,0,0
202425,PEEE81202N,SCUOLA PRIMARIA,4,19,19,0,0,0
202425,UDMM86003V,SCUOLA SECONDARIA I GRADO,3,53,51,2,1,1
202425,BOMM809049,SCUOLA SECONDARIA I GRADO,1,17,11,6,2,4
202425,NUEE86704R,SCUOLA PRIMARIA,5,15,15,0,0,0
202425,PDPM001015,SCUOLA SECONDARIA II GRADO,1,213,183,30,4,26
202425,FGEE81603T,SCUOLA PRIMARIA,1,19,18,1,0,1
202425,BGEE82701V,SCUOLA PRIMARIA,2,52,39,13,4,9
202425,PSEE831059,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,GEEE839034,SCUOLA PRIMARIA,2,15,8,7,0,7
202425,PVEE828035,SCUOLA PRIMARIA,3,35,31,4,0,4
202425,LUPC00101G,SCUOLA SECONDARIA II GRADO,3,52,49,3,2,1
202425,RCTF05000D,SCUOLA SECONDARIA II GRADO,5,236,217,19,5,14
202425,VTMM80403C,SCUOLA SECONDARIA I GRADO,3,22,18,4,0,4
202425,FOEE82501C,SCUOLA PRIMARIA,1,27,23,4,3,1
202425,AVRA01601X,SCUOLA SECONDARIA II GRADO,1,9,9,0,0,0
202425,BSEE89002X,SCUOLA PRIMARIA,2,29,18,11,2,9
202425,BSPS01602E,SCUOLA SECONDARIA II GRADO,4,18,15,3,0,3
202425,BSEE802013,SCUOLA PRIMARIA,2,17,16,1,0,1
202425,PEMM807036,SCUOLA SECONDARIA I GRADO,2,13,10,3,1,2
202425,VATF00901C,SCUOLA SECONDARIA II GRADO,4,45,43,2,0,2
202425,RMMM8FQ017,SCUOLA SECONDARIA I GRADO,1,111,106,5,2,3
202425,BOEE82901C,SCUOLA PRIMARIA,3,44,37,7,1,6
202425,RMTF088014,SCUOLA SECONDARIA II GRADO,2,162,151,11,5,6
202425,TVTD00901L,SCUOLA SECONDARIA II GRADO,3,96,82,14,2,12
202425,BSMM8AB02N,SCUOLA SECONDARIA I GRADO,3,35,31,4,0,4
202425,ATEE80103G,SCUOLA PRIMARIA,4,8,7,1,1,0
202425,NAEE8B302R,SCUOLA PRIMARIA,1,16,16,0,0,0
202425,LERC04201Q,SCUOLA SECONDARIA II GRADO,5,23,22,1,0,1
202425,CNEE81609V,SCUOLA PRIMARIA,2,8,5,3,1,2
202425,NUEE87206A,SCUOLA PRIMARIA,5,10,10,0,0,0
202425,POEE82201Q,SCUOLA PRIMARIA,5,65,59,6,0,6
202425,BOEE82402A,SCUOLA PRIMARIA,3,4,3,1,0,1
202425,COEE83502N,SCUOLA PRIMARIA,1,14,9,5,0,5
202425,FGTD08000A,SCUOLA SECONDARIA II GRADO,4,140,136,4,0,4
202425,PATF02701E,SCUOLA SECONDARIA II GRADO,5,163,161,2,0,2
202425,SPEE82503R,SCUOLA PRIMARIA,4,31,29,2,0,2
202425,GETF018511,SCUOLA SECONDARIA II GRADO,4,8,6,2,0,2
202425,TPEE84205N,SCUOLA PRIMARIA,4,31,31,0,0,0
202425,RMEE84603D,SCUOLA PRIMARIA,2,7,6,1,1,0
202425,PIEE82101P,SCUOLA PRIMARIA,1,20,11,9,1,8
202425,VREE86701X,SCUOLA PRIMARIA,1,24,22,2,1,1
202425,VREE861022,SCUOLA PRIMARIA,2,12,10,2,0,2
202425,BGPS001017,SCUOLA SECONDARIA II GRADO,4,68,64,4,1,3
202425,VIEE869017,SCUOLA PRIMARIA,2,31,12,19,2,17
202425,NAEE105025,SCUOLA PRIMARIA,4,73,73,0,0,0
202425,ORRI01201P,SCUOLA SECONDARIA II GRADO,4,8,8,0,0,0
202425,BNEE83302C,SCUOLA PRIMARIA,4,15,15,0,0,0
202425,NOPS04000X,SCUOLA SECONDARIA II GRADO,2,98,90,8,2,6
202425,GREE82504V,SCUOLA PRIMARIA,1,18,14,4,1,3
202425,CZEE856025,SCUOLA PRIMARIA,4,20,20,0,0,0
202425,CETF021516,SCUOLA SECONDARIA II GRADO,3,32,31,1,0,1
202425,TPMM81801G,SCUOLA SECONDARIA I GRADO,2,82,61,21,0,21
202425,PGMM868016,SCUOLA SECONDARIA I GRADO,3,109,87,22,4,18
202425,FIEE825017,SCUOLA PRIMARIA,2,60,52,8,0,8
202425,SAEE8A301G,SCUOLA PRIMARIA,5,56,54,2,0,2
202425,REEE85404G,SCUOLA PRIMARIA,3,45,35,10,1,9
202425,BTSL04401N,SCUOLA SECONDARIA II GRADO,5,30,29,1,1,0
202425,PGMM83001Q,SCUOLA SECONDARIA I GRADO,1,41,28,13,1,12
202425,MTEE81701T,SCUOLA PRIMARIA,3,4,4,0,0,0
202425,GEEE82404B,SCUOLA PRIMARIA,3,18,18,0,0,0
202425,RMMM82801R,SCUOLA SECONDARIA I GRADO,2,112,104,8,4,4
202425,SVEE81401P,SCUOLA PRIMARIA,4,38,28,10,0,10
202425,CTEE82002N,SCUOLA PRIMARIA,3,61,60,1,0,1
202425,COMM84902E,SCUOLA SECONDARIA I GRADO,1,47,36,11,3,8
202425,BREE835031,SCUOLA PRIMARIA,4,18,18,0,0,0
202425,TPMM81901B,SCUOLA SECONDARIA I GRADO,2,91,88,3,2,1
202425,BSEE84002V,SCUOLA PRIMARIA,4,19,18,1,1,0
202425,CHEE83006V,SCUOLA PRIMARIA,1,24,23,1,0,1
202425,PNEE829041,SCUOLA PRIMARIA,5,16,12,4,2,2
202425,TVEE884012,SCUOLA PRIMARIA,5,71,56,15,10,5
202425,MNMM80201L,SCUOLA SECONDARIA I GRADO,2,34,29,5,1,4
202425,RMRF03650X,SCUOLA SECONDARIA II GRADO,4,62,38,24,3,21
202425,VEEE82903G,SCUOLA PRIMARIA,3,21,19,2,1,1
202425,ROEE811068,SCUOLA PRIMARIA,4,8,6,2,1,1
202425,TOEE8AR03L,SCUOLA PRIMARIA,3,15,14,1,0,1
202425,NAEE172075,SCUOLA PRIMARIA,5,61,61,0,0,0
202425,PGEE042069,SCUOLA PRIMARIA,3,14,13,1,0,1
202425,FGEE830023,SCUOLA PRIMARIA,2,25,25,0,0,0
202425,APEE83603P,SCUOLA PRIMARIA,2,17,16,1,0,1
202425,PZEE84102L,SCUOLA PRIMARIA,1,63,60,3,1,2
202425,VIEE81001Q,SCUOLA PRIMARIA,4,6,6,0,0,0
202425,RGTD008502,SCUOLA SECONDARIA II GRADO,4,14,11,3,0,3
202425,PGRI033012,SCUOLA SECONDARIA II GRADO,3,105,77,28,5,23
202425,MIEE8GE02X,SCUOLA PRIMARIA,2,59,30,29,2,27
202425,COTD00201N,SCUOLA SECONDARIA II GRADO,1,209,177,32,3,29
202425,UDMM851012,SCUOLA SECONDARIA I GRADO,2,72,59,13,4,9
202425,TPEE81304L,SCUOLA PRIMARIA,2,10,8,2,0,2
202425,VRMM845012,SCUOLA SECONDARIA I GRADO,3,36,29,7,2,5
202425,RCPC01000T,SCUOLA SECONDARIA II GRADO,5,64,63,1,0,1
202425,MNMM82401D,SCUOLA SECONDARIA I GRADO,3,161,138,23,1,22
202425,AVMM81601R,SCUOLA SECONDARIA I GRADO,3,68,62,6,2,4
202425,FOMM80401A,SCUOLA SECONDARIA I GRADO,2,115,97,18,1,17
202425,CNEE84901T,SCUOLA PRIMARIA,3,20,19,1,1,0
202425,MEEE869029,SCUOLA PRIMARIA,4,19,19,0,0,0
202425,TVTF02701C,SCUOLA SECONDARIA II GRADO,2,158,138,20,8,12
202425,BAEE87201Q,SCUOLA PRIMARIA,4,74,70,4,0,4
202425,PTEE82202E,SCUOLA PRIMARIA,1,29,5,24,4,20
202425,COEE83605L,SCUOLA PRIMARIA,1,18,17,1,0,1
202425,SPMM815013,SCUOLA SECONDARIA I GRADO,2,144,90,54,3,51
202425,PDMM89301N,SCUOLA SECONDARIA I GRADO,1,118,90,28,9,19
202425,CEMM8AX03G,SCUOLA SECONDARIA I GRADO,1,17,16,1,0,1
202425,CAEE895019,SCUOLA PRIMARIA,4,54,53,1,0,1
202425,BNEE81006X,SCUOLA PRIMARIA,4,14,14,0,0,0
202425,BNPM003015,SCUOLA SECONDARIA II GRADO,5,88,88,0,0,0
202425,VIMM80701V,SCUOLA SECONDARIA I GRADO,2,90,77,13,6,7
202425,PVMM80401D,SCUOLA SECONDARIA I GRADO,2,37,27,10,0,10
202425,TOPS05701T,SCUOLA SECONDARIA II GRADO,4,159,151,8,6,2
202425,NAEE03901A,SCUOLA PRIMARIA,5,82,80,2,0,2
202425,CARI03301Q,SCUOLA SECONDARIA II GRADO,4,6,4,2,0,2
202425,SIMM80402E,SCUOLA SECONDARIA I GRADO,2,15,12,3,1,2
202425,VAEE87103G,SCUOLA PRIMARIA,1,25,25,0,0,0
202425,CAEE884053,SCUOLA PRIMARIA,3,23,22,1,0,1
202425,MOPC00701V,SCUOLA SECONDARIA II GRADO,1,210,190,20,1,19
202425,MIEE8CT01X,SCUOLA PRIMARIA,2,49,30,19,1,18
202425,PZEE86301C,SCUOLA PRIMARIA,2,46,46,0,0,0
202425,CEEE830011,SCUOLA PRIMARIA,4,79,77,2,2,0
202425,ALTD00801G,SCUOLA SECONDARIA II GRADO,5,20,14,6,3,3
202425,TPEE84701L,SCUOLA PRIMARIA,2,44,43,1,0,1
202425,PGMM82203V,SCUOLA SECONDARIA I GRADO,3,4,4,0,0,0
202425,NARC01101E,SCUOLA SECONDARIA II GRADO,4,90,89,1,1,0
202425,PORC00601V,SCUOLA SECONDARIA II GRADO,5,20,7,13,0,13
202425,RMTD113019,SCUOLA SECONDARIA II GRADO,4,21,20,1,1,0
202425,CNMM847026,SCUOLA SECONDARIA I GRADO,2,21,20,1,0,1
202425,CSRI07301Q,SCUOLA SECONDARIA II GRADO,4,46,46,0,0,0
202425,FIMM868014,SCUOLA SECONDARIA I GRADO,3,168,150,18,4,14
202425,TOEE87204E,SCUOLA PRIMARIA,4,19,15,4,1,3
202425,LTTD01701L,SCUOLA SECONDARIA II GRADO,2,148,142,6,0,6
202425,RMPS130017,SCUOLA SECONDARIA II GRADO,3,27,24,3,1,2
202425,LEEE8AF027,SCUOLA PRIMARIA,5,57,57,0,0,0
202425,FRMM830045,SCUOLA SECONDARIA I GRADO,1,19,18,1,1,0
202425,TVEE872061,SCUOLA PRIMARIA,3,36,29,7,1,6
202425,MEEE877028,SCUOLA PRIMARIA,5,12,12,0,0,0
202425,CEEE86201C,SCUOLA PRIMARIA,4,33,30,3,0,3
202425,MIEE81902G,SCUOLA PRIMARIA,4,31,20,11,0,11
202425,CSEE887076,SCUOLA PRIMARIA,2,2,1,1,0,1
202425,PVEE80901N,SCUOLA PRIMARIA,3,45,34,11,0,11
202425,COPS02000A,SCUOLA SECONDARIA II GRADO,3,118,114,4,0,4
202425,BREE847015,SCUOLA PRIMARIA,5,32,30,2,0,2
202425,VBEE819013,SCUOLA PRIMARIA,5,19,19,0,0,0
202425,SAEE83003B,SCUOLA PRIMARIA,3,5,5,0,0,0
202425,PNTF01000A,SCUOLA SECONDARIA II GRADO,4,280,258,22,9,13
202425,TVEE88101E,SCUOLA PRIMARIA,5,58,40,18,3,15
202425,MITF08201L,SCUOLA SECONDARIA II GRADO,1,178,116,62,5,57
202425,NAEE8G002A,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,PDEE84203X,SCUOLA PRIMARIA,5,20,14,6,5,1
202425,BSEE829013,SCUOLA PRIMARIA,5,57,29,28,0,28
202425,FEEE80002L,SCUOLA PRIMARIA,1,42,12,30,2,28
202425,CTPM01000E,SCUOLA SECONDARIA II GRADO,3,162,161,1,1,0
202425,MITD450009,SCUOLA SECONDARIA II GRADO,2,177,155,22,2,20
202425,CHEE03616A,SCUOLA PRIMARIA,1,2,1,1,0,1
202425,LTRI016016,SCUOLA SECONDARIA II GRADO,3,58,52,6,0,6
202425,GEEE804057,SCUOLA PRIMARIA,5,16,16,0,0,0
202425,UDMM835014,SCUOLA SECONDARIA I GRADO,1,85,65,20,3,17
202425,AVRI01601G,SCUOLA SECONDARIA II GRADO,5,35,34,1,0,1
202425,PNMM830011,SCUOLA SECONDARIA I GRADO,1,112,88,24,2,22
202425,RMEE8AZ035,SCUOLA PRIMARIA,1,18,17,1,0,1
202425,SSEE80802P,SCUOLA PRIMARIA,1,6,6,0,0,0
202425,PAMM8BP01V,SCUOLA SECONDARIA I GRADO,2,33,33,0,0,0
202425,LTMM83601L,SCUOLA SECONDARIA I GRADO,2,81,74,7,2,5
202425,BSEE81903E,SCUOLA PRIMARIA,5,16,15,1,0,1
202425,CRPS001015,SCUOLA SECONDARIA II GRADO,3,24,16,8,1,7
202425,NOEE821013,SCUOLA PRIMARIA,1,24,20,4,0,4
202425,ATMM80501Q,SCUOLA SECONDARIA I GRADO,2,50,43,7,0,7
202425,MIMM8C501B,SCUOLA SECONDARIA I GRADO,3,105,73,32,2,30
202425,BARH024501,SCUOLA SECONDARIA II GRADO,5,10,8,2,0,2
202425,VREE8AC01G,SCUOLA PRIMARIA,2,46,30,16,2,14
202425,MITD51000Q,SCUOLA SECONDARIA II GRADO,1,285,248,37,15,22
202425,BAEE88102G,SCUOLA PRIMARIA,2,12,12,0,0,0
202425,MIEE8BA03L,SCUOLA PRIMARIA,5,91,74,17,4,13
202425,PAEE8AW02E,SCUOLA PRIMARIA,3,62,60,2,0,2
202425,BNEE82301R,SCUOLA PRIMARIA,4,23,23,0,0,0
202425,NAMM8G301Q,SCUOLA SECONDARIA I GRADO,2,72,66,6,0,6
202425,PTEE829029,SCUOLA PRIMARIA,3,43,25,18,0,18
202425,BAEE855023,SCUOLA PRIMARIA,1,83,82,1,0,1
202425,TARI024527,SCUOLA SECONDARIA II GRADO,3,57,51,6,0,6
202425,RMMM83501X,SCUOLA SECONDARIA I GRADO,3,117,106,11,4,7
202425,MSEE81702Q,SCUOLA PRIMARIA,5,36,30,6,1,5
202425,MSEE82005P,SCUOLA PRIMARIA,4,13,10,3,1,2
202425,BGMM80801C,SCUOLA SECONDARIA I GRADO,1,116,107,9,2,7
202425,FEEE811012,SCUOLA PRIMARIA,4,31,19,12,0,12
202425,TVEE875039,SCUOLA PRIMARIA,4,18,17,1,0,1
202425,MEEE819039,SCUOLA PRIMARIA,5,38,37,1,0,1
202425,CBEE830048,SCUOLA PRIMARIA,1,6,6,0,0,0
202425,ALTD00301C,SCUOLA SECONDARIA II GRADO,5,33,22,11,1,10
202425,CEEE8BE02E,SCUOLA PRIMARIA,3,10,10,0,0,0
202425,MNEE83603V,SCUOLA PRIMARIA,1,55,49,6,1,5
202425,CSEE848019,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,CSPS083015,SCUOLA SECONDARIA II GRADO,5,168,157,11,3,8
202425,FIEE86101A,SCUOLA PRIMARIA,2,73,62,11,2,9
202425,VREE845046,SCUOLA PRIMARIA,2,7,7,0,0,0
202425,MIPS07201X,SCUOLA SECONDARIA II GRADO,1,197,182,15,2,13
202425,BSEE82501Q,SCUOLA PRIMARIA,5,63,37,26,0,26
202425,BGPM00301X,SCUOLA SECONDARIA II GRADO,3,109,103,6,0,6
202425,CSMM87502N,SCUOLA SECONDARIA I GRADO,1,24,23,1,1,0
202425,LEEE86502C,SCUOLA PRIMARIA,1,42,36,6,0,6
202425,LCEE823047,SCUOLA PRIMARIA,4,10,10,0,0,0
202425,TREE81202X,SCUOLA PRIMARIA,2,26,25,1,0,1
202425,BGEE8AB015,SCUOLA PRIMARIA,5,37,33,4,0,4
202425,PAMM8A401R,SCUOLA SECONDARIA I GRADO,1,130,128,2,1,1
202425,POTD006027,SCUOLA SECONDARIA II GRADO,4,121,76,45,1,44
202425,VEEE84901P,SCUOLA PRIMARIA,3,51,47,4,0,4
202425,SAEE8AA065,SCUOLA PRIMARIA,5,16,15,1,1,0
202425,CNTF01901L,SCUOLA SECONDARIA II GRADO,5,70,60,10,3,7
202425,CBMM830025,SCUOLA SECONDARIA I GRADO,3,2,2,0,0,0
202425,NUMM87001C,SCUOLA SECONDARIA I GRADO,3,71,71,0,0,0
202425,RMPS420006,SCUOLA SECONDARIA II GRADO,3,157,153,4,0,4
202425,AREE83601T,SCUOLA PRIMARIA,1,14,11,3,2,1
202425,TAMM83901Q,SCUOLA SECONDARIA I GRADO,3,94,88,6,0,6
202425,RCEE82617R,SCUOLA PRIMARIA,1,30,28,2,1,1
202425,NARH150006,SCUOLA SECONDARIA II GRADO,3,160,158,2,0,2
202425,PCEE00301N,SCUOLA PRIMARIA,2,20,7,13,1,12
202425,MOMM06800X,SCUOLA SECONDARIA I GRADO,3,353,339,14,2,12
202425,APEE804048,SCUOLA PRIMARIA,2,13,13,0,0,0
202425,VAEE87105N,SCUOLA PRIMARIA,5,22,11,11,0,11
202425,VEEE85804L,SCUOLA PRIMARIA,1,18,17,1,0,1
202425,CSEE89005X,SCUOLA PRIMARIA,2,15,12,3,1,2
202425,NAEE85202R,SCUOLA PRIMARIA,5,15,10,5,0,5
202425,CTEE867052,SCUOLA PRIMARIA,1,17,17,0,0,0
202425,SAEE8BX01D,SCUOLA PRIMARIA,2,40,37,3,0,3
202425,MOEE81903T,SCUOLA PRIMARIA,3,41,21,20,1,19
202425,MIEE8AU01E,SCUOLA PRIMARIA,3,41,19,22,1,21
202425,MEPC032013,SCUOLA SECONDARIA II GRADO,2,31,31,0,0,0
202425,APEE80601R,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,PVPC00701B,SCUOLA SECONDARIA II GRADO,1,113,86,27,10,17
202425,LEMM881018,SCUOLA SECONDARIA I GRADO,3,44,44,0,0,0
202425,AVEE879011,SCUOLA PRIMARIA,5,54,50,4,2,2
202425,PDEE825036,SCUOLA PRIMARIA,3,22,18,4,0,4
202425,CEEE8AV01V,SCUOLA PRIMARIA,3,49,49,0,0,0
202425,TVEE826012,SCUOLA PRIMARIA,5,38,32,6,1,5
202425,REMM82401G,SCUOLA SECONDARIA I GRADO,1,117,77,40,0,40
202425,VATD004013,SCUOLA SECONDARIA II GRADO,4,48,45,3,0,3
202425,GEPS080004,SCUOLA SECONDARIA II GRADO,3,164,155,9,1,8
202425,COMM83901V,SCUOLA SECONDARIA I GRADO,1,93,73,20,3,17
202425,ALMM83002C,SCUOLA SECONDARIA I GRADO,2,141,111,30,11,19
202425,NOEE812018,SCUOLA PRIMARIA,1,16,9,7,1,6
202425,SSEE85204V,SCUOLA PRIMARIA,4,21,21,0,0,0
202425,UDEE85303R,SCUOLA PRIMARIA,3,37,33,4,0,4
202425,PNRI00602X,SCUOLA SECONDARIA II GRADO,5,38,29,9,2,7
202425,TVEE82405E,SCUOLA PRIMARIA,1,56,50,6,2,4
202425,PEEE80504L,SCUOLA PRIMARIA,1,3,3,0,0,0
202425,BNRI00201D,SCUOLA SECONDARIA II GRADO,1,12,11,1,1,0
202425,UDEE84205C,SCUOLA PRIMARIA,1,7,6,1,0,1
202425,SREE86401E,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,TAPS006012,SCUOLA SECONDARIA II GRADO,2,73,69,4,1,3
202425,MIEE8CK02A,SCUOLA PRIMARIA,5,39,34,5,2,3
202425,AVPS12000T,SCUOLA SECONDARIA II GRADO,5,273,271,2,0,2
202425,PIEE81402L,SCUOLA PRIMARIA,3,21,16,5,4,1
202425,KREE827013,SCUOLA PRIMARIA,5,23,22,1,0,1
202425,TOMM83402L,SCUOLA SECONDARIA I GRADO,2,52,44,8,1,7
202425,ALTL00602B,SCUOLA SECONDARIA II GRADO,2,10,2,8,0,8
202425,FERH011029,SCUOLA SECONDARIA II GRADO,5,4,2,2,1,1
