ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,VRRA01203X,SCUOLA SECONDARIA II GRADO,3,29,29,0,0,0
202425,RMMM877012,SCUOLA SECONDARIA I GRADO,2,102,83,19,11,8
202425,SPEE82505V,SCUOLA PRIMARIA,5,5,5,0,0,0
202425,GETF014018,SCUOLA SECONDARIA II GRADO,4,208,188,20,3,17
202425,PZEE874086,SCUOLA PRIMARIA,5,8,8,0,0,0
202425,PGEE05206X,SCUOLA PRIMARIA,4,24,18,6,1,5
202425,PDEE842063,SCUOLA PRIMARIA,1,17,13,4,4,0
202425,RMTD093019,SCUOLA SECONDARIA II GRADO,2,26,18,8,4,4
202425,RMMM8FB018,SCUOLA SECONDARIA I GRADO,3,126,83,43,17,26
202425,FEEE817022,SCUOLA PRIMARIA,1,16,14,2,0,2
202425,CSEE85503E,SCUOLA PRIMARIA,5,19,16,3,1,2
202425,TOEE87801A,SCUOLA PRIMARIA,3,57,39,18,6,12
202425,TOEE810025,SCUOLA PRIMARIA,2,24,12,12,6,6
202425,CNEE81608T,SCUOLA PRIMARIA,4,3,1,2,0,2
202425,SIEE82501G,SCUOLA PRIMARIA,1,40,36,4,0,4
202425,RMEE89402T,SCUOLA PRIMARIA,2,9,9,0,0,0
202425,PZRA001017,SCUOLA SECONDARIA II GRADO,5,10,10,0,0,0
202425,CAEE87902C,SCUOLA PRIMARIA,2,11,11,0,0,0
202425,RAEE82201E,SCUOLA PRIMARIA,2,61,28,33,8,25
202425,AGEE82402G,SCUOLA PRIMARIA,1,11,9,2,1,1
202425,TEEE834036,SCUOLA PRIMARIA,5,16,14,2,1,1
202425,CSEE857069,SCUOLA PRIMARIA,4,3,3,0,0,0
202425,TOEE8AX02X,SCUOLA PRIMARIA,5,38,35,3,1,2
202425,CEEE815109,SCUOLA PRIMARIA,3,25,23,2,0,2
202425,SIEE821018,SCUOLA PRIMARIA,1,24,16,8,2,6
202425,AGEE819013,SCUOLA PRIMARIA,2,29,29,0,0,0
202425,VCEE80807D,SCUOLA PRIMARIA,3,20,19,1,0,1
202425,PVEE81202E,SCUOLA PRIMARIA,3,20,18,2,0,2
202425,TERI011015,SCUOLA SECONDARIA II GRADO,3,63,57,6,1,5
202425,MITF070009,SCUOLA SECONDARIA II GRADO,3,208,156,52,4,48
202425,SAEE8A403D,SCUOLA PRIMARIA,4,18,17,1,0,1
202425,FGEE877039,SCUOLA PRIMARIA,5,8,3,5,4,1
202425,GERH01001L,SCUOLA SECONDARIA II GRADO,5,33,30,3,0,3
202425,ATTD00201N,SCUOLA SECONDARIA II GRADO,5,38,31,7,0,7
202425,CZMM87402N,SCUOLA SECONDARIA I GRADO,2,9,9,0,0,0
202425,SIEE82401Q,SCUOLA PRIMARIA,3,65,57,8,1,7
202425,MBMM8AA03T,SCUOLA SECONDARIA I GRADO,2,75,71,4,0,4
202425,RMMM8G1013,SCUOLA SECONDARIA I GRADO,1,137,91,46,8,38
202425,CTMM86301D,SCUOLA SECONDARIA I GRADO,2,74,74,0,0,0
202425,NAEE8FP04L,SCUOLA PRIMARIA,3,29,29,0,0,0
202425,PGEE03702N,SCUOLA PRIMARIA,5,15,14,1,0,1
202425,CNEE82203X,SCUOLA PRIMARIA,3,19,16,3,2,1
202425,SAMM8B001N,SCUOLA SECONDARIA I GRADO,1,55,54,1,0,1
202425,BREE83803C,SCUOLA PRIMARIA,3,38,38,0,0,0
202425,CHEE832019,SCUOLA PRIMARIA,5,64,59,5,1,4
202425,VARC020502,SCUOLA SECONDARIA II GRADO,5,25,21,4,0,4
202425,MEEE88909T,SCUOLA PRIMARIA,1,5,5,0,0,0
202425,MIEE8FR04P,SCUOLA PRIMARIA,2,17,12,5,0,5
202425,PDEE85102N,SCUOLA PRIMARIA,4,15,6,9,1,8
202425,LTMM832019,SCUOLA SECONDARIA I GRADO,2,165,153,12,4,8
202425,NOEE82004A,SCUOLA PRIMARIA,5,18,17,1,1,0
202425,PTSD010027,SCUOLA SECONDARIA II GRADO,5,14,12,2,0,2
202425,NAEE172042,SCUOLA PRIMARIA,4,20,19,1,0,1
202425,PGEE04215Q,SCUOLA PRIMARIA,3,12,8,4,1,3
202425,VREE83303V,SCUOLA PRIMARIA,4,22,20,2,0,2
202425,CARA011028,SCUOLA SECONDARIA II GRADO,2,13,11,2,1,1
202425,TOMM84902A,SCUOLA SECONDARIA I GRADO,3,26,23,3,3,0
202425,MBEE8AD018,SCUOLA PRIMARIA,2,57,50,7,0,7
202425,PTEE81404N,SCUOLA PRIMARIA,2,23,20,3,0,3
202425,BTRC04301D,SCUOLA SECONDARIA II GRADO,2,45,45,0,0,0
202425,VREE89701Q,SCUOLA PRIMARIA,3,40,29,11,0,11
202425,PZEE84802B,SCUOLA PRIMARIA,5,5,5,0,0,0
202425,APEE83702D,SCUOLA PRIMARIA,3,66,44,22,1,21
202425,CNEE83703N,SCUOLA PRIMARIA,5,35,27,8,2,6
202425,UDMM85903P,SCUOLA SECONDARIA I GRADO,3,20,20,0,0,0
202425,BOMM811038,SCUOLA SECONDARIA I GRADO,1,37,28,9,2,7
202425,GEEE85002T,SCUOLA PRIMARIA,5,18,16,2,0,2
202425,PZMM874085,SCUOLA SECONDARIA I GRADO,2,15,14,1,0,1
202425,LCEE80902V,SCUOLA PRIMARIA,5,24,24,0,0,0
202425,ANEE81703P,SCUOLA PRIMARIA,3,17,17,0,0,0
202425,MSEE82002G,SCUOLA PRIMARIA,2,33,27,6,3,3
202425,TEEE82902N,SCUOLA PRIMARIA,1,3,3,0,0,0
202425,LIEE825018,SCUOLA PRIMARIA,4,46,40,6,1,5
202425,TOEE888044,SCUOLA PRIMARIA,1,18,18,0,0,0
202425,SSRH07000E,SCUOLA SECONDARIA II GRADO,2,72,66,6,3,3
202425,MIEE8FD03E,SCUOLA PRIMARIA,5,112,68,44,5,39
202425,CTEE832031,SCUOLA PRIMARIA,4,13,13,0,0,0
202425,VIEE83201L,SCUOLA PRIMARIA,4,33,30,3,0,3
202425,MIEE86903N,SCUOLA PRIMARIA,4,57,52,5,1,4
202425,SRMM82801A,SCUOLA SECONDARIA I GRADO,3,84,76,8,1,7
202425,MIPS058502,SCUOLA SECONDARIA II GRADO,2,25,13,12,0,12
202425,MBEE829023,SCUOLA PRIMARIA,4,33,26,7,1,6
202425,BAEE87401B,SCUOLA PRIMARIA,1,74,72,2,0,2
202425,PSTA01301D,SCUOLA SECONDARIA II GRADO,1,126,124,2,0,2
202425,PZMM85505L,SCUOLA SECONDARIA I GRADO,1,19,19,0,0,0
202425,PSEE837025,SCUOLA PRIMARIA,3,5,4,1,0,1
202425,VATF00301D,SCUOLA SECONDARIA II GRADO,3,39,33,6,1,5
202425,AVMM86602V,SCUOLA SECONDARIA I GRADO,3,31,31,0,0,0
202425,SAMM8CG013,SCUOLA SECONDARIA I GRADO,1,10,10,0,0,0
202425,MTEE810057,SCUOLA PRIMARIA,4,41,38,3,2,1
202425,ALMM82303A,SCUOLA SECONDARIA I GRADO,3,16,14,2,1,1
202425,MIRC02801A,SCUOLA SECONDARIA II GRADO,5,98,53,45,1,44
202425,GEEE84405N,SCUOLA PRIMARIA,1,16,14,2,0,2
202425,TAMM81901E,SCUOLA SECONDARIA I GRADO,3,113,113,0,0,0
202425,PCEE00305T,SCUOLA PRIMARIA,2,81,54,27,4,23
202425,TOEE8BQ019,SCUOLA PRIMARIA,4,49,43,6,2,4
202425,NURH03005D,SCUOLA SECONDARIA II GRADO,5,25,25,0,0,0
202425,CAEE885105,SCUOLA PRIMARIA,4,6,6,0,0,0
202425,CZTL06000D,SCUOLA SECONDARIA II GRADO,5,119,116,3,0,3
202425,CNEE80204Q,SCUOLA PRIMARIA,3,5,4,1,1,0
202425,AGPS02601P,SCUOLA SECONDARIA II GRADO,1,13,13,0,0,0
202425,FGEE894011,SCUOLA PRIMARIA,4,5,5,0,0,0
202425,MNMM818016,SCUOLA SECONDARIA I GRADO,2,83,60,23,2,21
202425,MIPS290006,SCUOLA SECONDARIA II GRADO,4,215,205,10,5,5
202425,PZEE86901B,SCUOLA PRIMARIA,1,36,36,0,0,0
202425,FREE81201D,SCUOLA PRIMARIA,4,34,31,3,0,3
202425,LEPM050006,SCUOLA SECONDARIA II GRADO,3,175,169,6,2,4
202425,VIEE88304L,SCUOLA PRIMARIA,4,15,14,1,1,0
202425,RMMM8EV015,SCUOLA SECONDARIA I GRADO,1,111,75,36,1,35
202425,VAEE830039,SCUOLA PRIMARIA,2,11,10,1,1,0
202425,NOEE819057,SCUOLA PRIMARIA,2,12,9,3,1,2
202425,NARC006013,SCUOLA SECONDARIA II GRADO,3,41,41,0,0,0
202425,MBTF41050B,SCUOLA SECONDARIA II GRADO,3,57,46,11,0,11
202425,LTPM030007,SCUOLA SECONDARIA II GRADO,2,292,276,16,3,13
202425,RMEE848024,SCUOLA PRIMARIA,5,76,52,24,1,23
202425,FIMM839025,SCUOLA SECONDARIA I GRADO,3,166,143,23,2,21
202425,SAMM88301R,SCUOLA SECONDARIA I GRADO,3,69,67,2,0,2
202425,BRRF00601N,SCUOLA SECONDARIA II GRADO,3,85,84,1,0,1
202425,APPC09000N,SCUOLA SECONDARIA II GRADO,1,12,11,1,0,1
202425,PVEE83403C,SCUOLA PRIMARIA,4,35,31,4,2,2
202425,PAEE877011,SCUOLA PRIMARIA,1,30,25,5,0,5
202425,VREE85503Q,SCUOLA PRIMARIA,4,41,39,2,0,2
202425,MIMM81901D,SCUOLA SECONDARIA I GRADO,2,84,58,26,1,25
202425,MIEE8FX021,SCUOLA PRIMARIA,4,33,30,3,0,3
202425,AGTD01801G,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,VREE887059,SCUOLA PRIMARIA,1,24,22,2,1,1
202425,BOEE846049,SCUOLA PRIMARIA,3,18,12,6,4,2
202425,PEEE807015,SCUOLA PRIMARIA,2,12,8,4,2,2
202425,TPMM807037,SCUOLA SECONDARIA I GRADO,1,8,7,1,0,1
202425,LEEE88703A,SCUOLA PRIMARIA,4,40,40,0,0,0
202425,CHEE83702D,SCUOLA PRIMARIA,2,22,19,3,1,2
202425,CTMM80302V,SCUOLA SECONDARIA I GRADO,1,27,27,0,0,0
202425,MIEE8FM01C,SCUOLA PRIMARIA,5,58,52,6,2,4
202425,FGEE88401A,SCUOLA PRIMARIA,2,64,64,0,0,0
202425,NAEE8FY05D,SCUOLA PRIMARIA,5,27,27,0,0,0
202425,MIEE8CJ01Q,SCUOLA PRIMARIA,5,18,14,4,1,3
202425,PIEE816017,SCUOLA PRIMARIA,2,66,55,11,4,7
202425,TOEE831015,SCUOLA PRIMARIA,3,74,72,2,1,1
202425,TOMM830018,SCUOLA SECONDARIA I GRADO,2,101,93,8,3,5
202425,NAMM863015,SCUOLA SECONDARIA I GRADO,3,118,110,8,3,5
202425,LOEE80404G,SCUOLA PRIMARIA,4,18,11,7,2,5
202425,CTEE84703P,SCUOLA PRIMARIA,4,14,14,0,0,0
202425,VIEE87104A,SCUOLA PRIMARIA,2,31,16,15,2,13
202425,MBTD053017,SCUOLA SECONDARIA II GRADO,5,106,92,14,3,11
202425,RMEE22101T,SCUOLA PRIMARIA,2,67,54,13,5,8
202425,APEE83804B,SCUOLA PRIMARIA,3,7,7,0,0,0
202425,NUEE830024,SCUOLA PRIMARIA,1,23,23,0,0,0
202425,CTEE808045,SCUOLA PRIMARIA,4,16,13,3,0,3
202425,IMRA00401L,SCUOLA SECONDARIA II GRADO,4,45,42,3,0,3
202425,BSMM837011,SCUOLA SECONDARIA I GRADO,1,20,16,4,0,4
202425,NAEE8FS01A,SCUOLA PRIMARIA,3,30,30,0,0,0
202425,PTEE81004A,SCUOLA PRIMARIA,5,22,19,3,0,3
202425,LCTF00101T,SCUOLA SECONDARIA II GRADO,5,83,79,4,2,2
202425,MCEE81402X,SCUOLA PRIMARIA,1,24,20,4,1,3
202425,AGEE82005B,SCUOLA PRIMARIA,3,22,22,0,0,0
202425,MOEE06005G,SCUOLA PRIMARIA,1,72,54,18,1,17
202425,TAEE81901G,SCUOLA PRIMARIA,5,96,96,0,0,0
202425,CZEE87303X,SCUOLA PRIMARIA,5,4,4,0,0,0
202425,PIMM825011,SCUOLA SECONDARIA I GRADO,2,103,95,8,0,8
202425,SOMM824032,SCUOLA SECONDARIA I GRADO,3,27,27,0,0,0
202425,CTEE845011,SCUOLA PRIMARIA,2,45,44,1,0,1
202425,FGTA01101E,SCUOLA SECONDARIA II GRADO,5,28,27,1,1,0
202425,CHMM812013,SCUOLA SECONDARIA I GRADO,1,41,35,6,2,4
202425,GEMM810019,SCUOLA SECONDARIA I GRADO,2,21,15,6,0,6
202425,AREE83103R,SCUOLA PRIMARIA,4,12,9,3,0,3
202425,UDMM848016,SCUOLA SECONDARIA I GRADO,2,30,17,13,0,13
202425,MCMM819022,SCUOLA SECONDARIA I GRADO,2,23,22,1,0,1
202425,APMM817027,SCUOLA SECONDARIA I GRADO,3,37,36,1,0,1
202425,BGMM83001N,SCUOLA SECONDARIA I GRADO,1,29,26,3,0,3
202425,PZEE85504L,SCUOLA PRIMARIA,1,5,4,1,0,1
202425,MCEE80601X,SCUOLA PRIMARIA,1,6,6,0,0,0
202425,LOEE800015,SCUOLA PRIMARIA,1,46,32,14,2,12
202425,UDEE860041,SCUOLA PRIMARIA,1,14,14,0,0,0
202425,CNEE84605E,SCUOLA PRIMARIA,5,5,5,0,0,0
202425,CAEE870055,SCUOLA PRIMARIA,4,15,14,1,0,1
202425,BSEE8AK05T,SCUOLA PRIMARIA,1,21,18,3,0,3
202425,MEEE86704Q,SCUOLA PRIMARIA,4,16,13,3,0,3
202425,BGEE84902R,SCUOLA PRIMARIA,2,49,38,11,3,8
202425,BOPS00301R,SCUOLA SECONDARIA II GRADO,4,91,88,3,2,1
202425,LEMM8AL01N,SCUOLA SECONDARIA I GRADO,1,51,51,0,0,0
202425,LEEE861014,SCUOLA PRIMARIA,2,41,40,1,0,1
202425,FGMM893014,SCUOLA SECONDARIA I GRADO,1,142,142,0,0,0
202425,RGRH020038,SCUOLA SECONDARIA II GRADO,4,27,22,5,1,4
202425,CAEE89504C,SCUOLA PRIMARIA,5,13,13,0,0,0
202425,NATD11101P,SCUOLA SECONDARIA II GRADO,2,107,106,1,0,1
202425,BNPS003014,SCUOLA SECONDARIA II GRADO,5,89,86,3,1,2
202425,MIEE89902C,SCUOLA PRIMARIA,4,56,42,14,4,10
202425,PGEE871057,SCUOLA PRIMARIA,2,17,15,2,0,2
202425,SREE82803D,SCUOLA PRIMARIA,4,18,17,1,0,1
202425,COEE85002Q,SCUOLA PRIMARIA,2,10,7,3,0,3
202425,CLEE81701Q,SCUOLA PRIMARIA,5,28,27,1,0,1
202425,ISEE812138,SCUOLA PRIMARIA,5,4,3,1,0,1
202425,MBMM83401C,SCUOLA SECONDARIA I GRADO,3,101,93,8,1,7
202425,PAEE842023,SCUOLA PRIMARIA,2,46,45,1,1,0
202425,VCEE81401E,SCUOLA PRIMARIA,3,20,16,4,0,4
202425,FORF030503,SCUOLA SECONDARIA II GRADO,5,11,11,0,0,0
202425,AVMM88101X,SCUOLA SECONDARIA I GRADO,1,35,30,5,0,5
202425,BSRI01201B,SCUOLA SECONDARIA II GRADO,1,45,37,8,1,7
202425,AVEE849048,SCUOLA PRIMARIA,1,22,22,0,0,0
202425,LCPS00901A,SCUOLA SECONDARIA II GRADO,5,29,29,0,0,0
202425,BSEE802057,SCUOLA PRIMARIA,2,27,25,2,1,1
202425,PAEE819011,SCUOLA PRIMARIA,1,14,14,0,0,0
202425,RMPC26000Q,SCUOLA SECONDARIA II GRADO,2,141,137,4,3,1
202425,SSMM82201V,SCUOLA SECONDARIA I GRADO,3,14,14,0,0,0
202425,BOEE85801C,SCUOLA PRIMARIA,5,49,42,7,1,6
202425,VRTD01601B,SCUOLA SECONDARIA II GRADO,5,110,100,10,4,6
202425,LCMM80401N,SCUOLA SECONDARIA I GRADO,3,69,66,3,0,3
202425,BGEE818058,SCUOLA PRIMARIA,2,38,35,3,0,3
202425,FEMM808015,SCUOLA SECONDARIA I GRADO,1,35,28,7,2,5
202425,FITN02901R,SCUOLA SECONDARIA II GRADO,5,30,19,11,1,10
202425,VITD01701V,SCUOLA SECONDARIA II GRADO,3,130,124,6,2,4
202425,NOMM81001G,SCUOLA SECONDARIA I GRADO,2,100,89,11,0,11
202425,RMPS53000N,SCUOLA SECONDARIA II GRADO,1,239,203,36,27,9
202425,SSEE85304P,SCUOLA PRIMARIA,3,20,19,1,1,0
202425,PDEE82804P,SCUOLA PRIMARIA,4,16,14,2,0,2
202425,RCEE871022,SCUOLA PRIMARIA,3,55,55,0,0,0
202425,VREE84803L,SCUOLA PRIMARIA,3,17,16,1,0,1
202425,PARH01101L,SCUOLA SECONDARIA II GRADO,1,15,14,1,0,1
202425,VEEE868014,SCUOLA PRIMARIA,2,54,38,16,6,10
202425,BSTD004013,SCUOLA SECONDARIA II GRADO,2,38,33,5,0,5
202425,GEMM853017,SCUOLA SECONDARIA I GRADO,2,72,66,6,1,5
202425,CNMM83701E,SCUOLA SECONDARIA I GRADO,2,28,22,6,3,3
202425,MCRI004012,SCUOLA SECONDARIA II GRADO,5,22,18,4,1,3
202425,BGEE835052,SCUOLA PRIMARIA,4,12,10,2,1,1
202425,FERC00701B,SCUOLA SECONDARIA II GRADO,4,23,15,8,0,8
202425,GREE816011,SCUOLA PRIMARIA,1,26,25,1,0,1
202425,LETA00101A,SCUOLA SECONDARIA II GRADO,4,35,35,0,0,0
202425,BNEE86204E,SCUOLA PRIMARIA,1,16,14,2,0,2
202425,NAPS03000A,SCUOLA SECONDARIA II GRADO,4,264,263,1,0,1
202425,CHEE07202T,SCUOLA PRIMARIA,2,63,63,0,0,0
202425,CEMM88702R,SCUOLA SECONDARIA I GRADO,2,31,31,0,0,0
202425,OREE819083,SCUOLA PRIMARIA,1,15,15,0,0,0
202425,ARMM81601G,SCUOLA SECONDARIA I GRADO,3,96,89,7,1,6
202425,LEMM84302E,SCUOLA SECONDARIA I GRADO,1,19,19,0,0,0
202425,FRTL00801L,SCUOLA SECONDARIA II GRADO,3,17,13,4,1,3
202425,SAEE8AU07N,SCUOLA PRIMARIA,4,19,18,1,0,1
202425,TOEE8A801P,SCUOLA PRIMARIA,1,35,34,1,0,1
202425,CZMM814022,SCUOLA SECONDARIA I GRADO,1,11,10,1,0,1
202425,BITF01000Q,SCUOLA SECONDARIA II GRADO,4,318,314,4,1,3
202425,PAEE8BQ01Q,SCUOLA PRIMARIA,5,40,40,0,0,0
202425,BAEE85602V,SCUOLA PRIMARIA,3,32,30,2,0,2
202425,RERH008011,SCUOLA SECONDARIA II GRADO,1,171,127,44,4,40
202425,BGMM841014,SCUOLA SECONDARIA I GRADO,2,67,51,16,2,14
202425,MIMM8CV018,SCUOLA SECONDARIA I GRADO,2,109,44,65,2,63
202425,CTEE880018,SCUOLA PRIMARIA,5,34,34,0,0,0
202425,SARA01010L,SCUOLA SECONDARIA II GRADO,1,13,8,5,0,5
202425,LUEE831034,SCUOLA PRIMARIA,3,16,13,3,0,3
202425,CZMM83603X,SCUOLA SECONDARIA I GRADO,2,6,6,0,0,0
202425,GREE83201V,SCUOLA PRIMARIA,2,17,16,1,0,1
202425,CSEE85503E,SCUOLA PRIMARIA,4,14,14,0,0,0
202425,RMTF04050B,SCUOLA SECONDARIA II GRADO,2,33,19,14,0,14
202425,KRPS02002T,SCUOLA SECONDARIA II GRADO,5,19,17,2,0,2
202425,MCMM83102L,SCUOLA SECONDARIA I GRADO,1,108,99,9,1,8
202425,ALEE831018,SCUOLA PRIMARIA,2,21,18,3,1,2
202425,BREE818015,SCUOLA PRIMARIA,2,59,55,4,0,4
202425,MBEE879024,SCUOLA PRIMARIA,2,15,6,9,2,7
202425,ENEE82101Q,SCUOLA PRIMARIA,2,51,49,2,0,2
202425,CAEE87902C,SCUOLA PRIMARIA,1,14,13,1,0,1
202425,BLPS00101T,SCUOLA SECONDARIA II GRADO,5,23,23,0,0,0
202425,FGPM05000Q,SCUOLA SECONDARIA II GRADO,4,123,123,0,0,0
202425,UDEE857023,SCUOLA PRIMARIA,2,24,7,17,2,15
202425,AQEE829047,SCUOLA PRIMARIA,3,14,10,4,1,3
202425,MIEE84703R,SCUOLA PRIMARIA,1,23,23,0,0,0
202425,PDEE87101T,SCUOLA PRIMARIA,5,23,23,0,0,0
202425,PDEE891046,SCUOLA PRIMARIA,4,34,29,5,1,4
202425,TPEE82103E,SCUOLA PRIMARIA,1,10,9,1,0,1
202425,RMEE876017,SCUOLA PRIMARIA,4,57,48,9,6,3
202425,VERF008017,SCUOLA SECONDARIA II GRADO,3,73,59,14,2,12
202425,CTPS04401N,SCUOLA SECONDARIA II GRADO,4,41,41,0,0,0
202425,FIEE82101X,SCUOLA PRIMARIA,2,21,15,6,1,5
202425,TSEE80101X,SCUOLA PRIMARIA,1,50,25,25,6,19
202425,PARH02000A,SCUOLA SECONDARIA II GRADO,3,331,307,24,3,21
202425,NAEE8HG01P,SCUOLA PRIMARIA,1,92,87,5,1,4
202425,PSPS00101T,SCUOLA SECONDARIA II GRADO,3,71,58,13,2,11
202425,CLRA00850B,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,RNEE817019,SCUOLA PRIMARIA,2,40,7,33,3,30
202425,PAEE82901G,SCUOLA PRIMARIA,1,38,32,6,1,5
202425,RMEE82202X,SCUOLA PRIMARIA,4,65,54,11,9,2
202425,FOTD010002,SCUOLA SECONDARIA II GRADO,5,210,188,22,6,16
202425,TVEE875039,SCUOLA PRIMARIA,2,18,18,0,0,0
202425,BAEE80302A,SCUOLA PRIMARIA,4,88,82,6,0,6
202425,PCMM814023,SCUOLA SECONDARIA I GRADO,2,69,56,13,2,11
202425,RCTA042518,SCUOLA SECONDARIA II GRADO,4,31,30,1,1,0
202425,TRMM817033,SCUOLA SECONDARIA I GRADO,2,12,11,1,1,0
202425,GEEE83002L,SCUOLA PRIMARIA,1,55,48,7,0,7
202425,PCEE81702G,SCUOLA PRIMARIA,4,114,57,57,11,46
202425,TPEE831024,SCUOLA PRIMARIA,4,69,69,0,0,0
202425,MIPS021013,SCUOLA SECONDARIA II GRADO,5,94,85,9,3,6
202425,FEEE81503B,SCUOLA PRIMARIA,1,28,26,2,0,2
202425,NARH12850A,SCUOLA SECONDARIA II GRADO,4,33,32,1,0,1
202425,MEEE844054,SCUOLA PRIMARIA,2,11,11,0,0,0
202425,MIEE8BR01N,SCUOLA PRIMARIA,1,62,58,4,1,3
202425,COEE853027,SCUOLA PRIMARIA,5,55,44,11,1,10
202425,ANPS00201B,SCUOLA SECONDARIA II GRADO,1,119,105,14,1,13
202425,PGRC120003,SCUOLA SECONDARIA II GRADO,5,16,4,12,2,10
202425,CETF05001R,SCUOLA SECONDARIA II GRADO,4,32,31,1,1,0
202425,NAEE8CW01T,SCUOLA PRIMARIA,5,57,55,2,0,2
202425,BTRC04301D,SCUOLA SECONDARIA II GRADO,1,43,43,0,0,0
202425,CZEE81307C,SCUOLA PRIMARIA,3,13,11,2,1,1
202425,REEE836031,SCUOLA PRIMARIA,4,34,29,5,1,4
202425,CTEE8AX04X,SCUOLA PRIMARIA,2,30,28,2,0,2
202425,SITF00850R,SCUOLA SECONDARIA II GRADO,3,22,13,9,0,9
202425,BGEE84002A,SCUOLA PRIMARIA,4,71,49,22,1,21
202425,PNMM81201B,SCUOLA SECONDARIA I GRADO,1,70,63,7,2,5
202425,TVEE84503D,SCUOLA PRIMARIA,1,11,10,1,0,1
202425,TREE82204L,SCUOLA PRIMARIA,3,9,8,1,0,1
202425,NAEE8EV017,SCUOLA PRIMARIA,3,61,61,0,0,0
202425,TPEE824032,SCUOLA PRIMARIA,1,23,23,0,0,0
202425,TAEE84301C,SCUOLA PRIMARIA,5,80,77,3,1,2
202425,NATD138514,SCUOLA SECONDARIA II GRADO,3,55,53,2,0,2
202425,BORI024035,SCUOLA SECONDARIA II GRADO,2,38,23,15,0,15
202425,MEPS032016,SCUOLA SECONDARIA II GRADO,4,66,66,0,0,0
202425,BITF01000Q,SCUOLA SECONDARIA II GRADO,5,283,280,3,1,2
202425,RMMM8BY01N,SCUOLA SECONDARIA I GRADO,2,90,86,4,1,3
202425,BOEE826011,SCUOLA PRIMARIA,1,109,86,23,5,18
202425,AREE820018,SCUOLA PRIMARIA,5,12,11,1,1,0
202425,SPMM80504G,SCUOLA SECONDARIA I GRADO,1,10,10,0,0,0
202425,LIPM007018,SCUOLA SECONDARIA II GRADO,2,162,158,4,2,2
202425,SARH011016,SCUOLA SECONDARIA II GRADO,5,28,28,0,0,0
202425,FREE85005C,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,PIEE838036,SCUOLA PRIMARIA,3,17,16,1,0,1
202425,CEEE898028,SCUOLA PRIMARIA,3,45,41,4,0,4
202425,POEE80602V,SCUOLA PRIMARIA,5,55,42,13,0,13
202425,PDMM876021,SCUOLA SECONDARIA I GRADO,1,63,50,13,7,6
202425,RMEE8BH02V,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,APTD013018,SCUOLA SECONDARIA II GRADO,5,57,52,5,0,5
202425,REMM06500T,SCUOLA SECONDARIA I GRADO,3,33,28,5,0,5
202425,RMEE8F4011,SCUOLA PRIMARIA,4,28,23,5,0,5
202425,BIMM80002G,SCUOLA SECONDARIA I GRADO,2,17,17,0,0,0
202425,RAEE811025,SCUOLA PRIMARIA,2,35,33,2,0,2
202425,NAMM8E901D,SCUOLA SECONDARIA I GRADO,2,155,142,13,0,13
202425,CSEE8AM027,SCUOLA PRIMARIA,4,12,11,1,0,1
202425,UDEE85802V,SCUOLA PRIMARIA,5,26,22,4,3,1
202425,RGEE80202B,SCUOLA PRIMARIA,4,42,21,21,4,17
202425,FITF01701V,SCUOLA SECONDARIA II GRADO,3,208,157,51,4,47
202425,CTTB01000A,SCUOLA SECONDARIA II GRADO,4,82,78,4,0,4
202425,TOEE8BQ019,SCUOLA PRIMARIA,5,43,37,6,2,4
202425,BORI024024,SCUOLA SECONDARIA II GRADO,4,19,11,8,2,6
202425,BAEE8AN01G,SCUOLA PRIMARIA,1,26,24,2,0,2
202425,CAPC00101X,SCUOLA SECONDARIA II GRADO,5,72,72,0,0,0
202425,TOEE882012,SCUOLA PRIMARIA,5,47,35,12,2,10
202425,BREE81101A,SCUOLA PRIMARIA,2,28,28,0,0,0
202425,GREE822018,SCUOLA PRIMARIA,2,13,7,6,1,5
202425,ATMM809024,SCUOLA SECONDARIA I GRADO,3,22,14,8,1,7
202425,ENEE82701P,SCUOLA PRIMARIA,4,5,5,0,0,0
202425,VREE882045,SCUOLA PRIMARIA,1,13,10,3,0,3
202425,BOEE805032,SCUOLA PRIMARIA,4,22,19,3,0,3
202425,RMMM8EU019,SCUOLA SECONDARIA I GRADO,3,87,74,13,1,12
202425,CHTD021017,SCUOLA SECONDARIA II GRADO,3,47,47,0,0,0
202425,FEEE803013,SCUOLA PRIMARIA,5,20,15,5,2,3
202425,VCTD01351C,SCUOLA SECONDARIA II GRADO,2,6,4,2,0,2
202425,VVMM824016,SCUOLA SECONDARIA I GRADO,2,59,59,0,0,0
202425,NAEE8BN01B,SCUOLA PRIMARIA,1,17,17,0,0,0
202425,SAMM88301R,SCUOLA SECONDARIA I GRADO,2,68,60,8,1,7
202425,POEE812026,SCUOLA PRIMARIA,5,18,16,2,0,2
202425,TOMM881015,SCUOLA SECONDARIA I GRADO,1,96,56,40,13,27
202425,VAEE84602T,SCUOLA PRIMARIA,1,31,23,8,1,7
